Date,Close
10/1/12 16:00,25.07
10/2/12 16:00,24.65
10/3/12 16:00,24.75
10/4/12 16:00,24.55
10/5/12 16:00,24.37
10/8/12 16:00,24.38
10/9/12 16:00,23.68
10/10/12 16:00,23.48
10/11/12 16:00,23.58
10/12/12 16:00,23.59
10/15/12 16:00,23.84
10/16/12 16:00,24.48
10/17/12 16:00,24.2
10/18/12 16:00,23.71
10/19/12 16:00,22.84
10/22/12 16:00,22.65
10/23/12 16:00,22.49
10/24/12 16:00,22.63
10/25/12 16:00,23.13
10/26/12 16:00,22.94
10/31/12 16:00,22.95
11/1/12 16:00,23.31
11/2/12 16:00,25.42
11/5/12 16:00,25.51
11/6/12 16:00,25.86
11/7/12 16:00,25.9
11/8/12 16:00,25.43
11/9/12 16:00,25.48
11/12/12 16:00,25.34
11/13/12 16:00,25.16
11/14/12 16:00,24.42
11/15/12 16:00,24.22
11/16/12 16:00,24.38
11/19/12 16:00,24.87
11/20/12 16:00,25.03
11/21/12 16:00,25.26
11/23/12 16:00,25.6
11/26/12 16:00,25.45
11/27/12 16:00,25.11
11/28/12 16:00,25.69
11/29/12 16:00,25.9
11/30/12 16:00,25.94
12/3/12 16:00,25.89
12/4/12 16:00,25.56
12/5/12 16:00,25.4
12/6/12 16:00,26.85
12/7/12 16:00,26.82
12/10/12 16:00,26.48
12/11/12 16:00,26.6
12/12/12 16:00,26.8
12/13/12 16:00,26.59
12/14/12 16:00,26.68
12/17/12 16:00,27.29
12/18/12 16:00,27.17
12/19/12 16:00,27.14
12/20/12 16:00,27.11
12/21/12 16:00,26.8
12/24/12 16:00,26.85
12/26/12 16:00,26.57
12/27/12 16:00,26.62
12/28/12 16:00,26.32
12/31/12 16:00,26.82
1/2/13 16:00,27.5
1/3/13 16:00,27.69
1/4/13 16:00,27.85
1/7/13 16:00,27.86
1/8/13 16:00,27.81
1/9/13 16:00,27.32
1/10/13 16:00,27.27
1/11/13 16:00,27.51
1/14/13 16:00,27.34
1/15/13 16:00,27.24
1/16/13 16:00,27.18
1/17/13 16:00,27.25
1/18/13 16:00,27.41
1/22/13 16:00,27.5
1/23/13 16:00,27.23
1/24/13 16:00,27.29
1/25/13 16:00,28.41
1/28/13 16:00,28.01
1/29/13 16:00,27.8
1/30/13 16:00,28
1/31/13 16:00,28.06
2/1/13 16:00,28.43
2/4/13 16:00,28.05
2/5/13 16:00,28.1
2/6/13 16:00,28.03
2/7/13 16:00,27.93
2/8/13 16:00,28.19
2/11/13 16:00,28.07
2/12/13 16:00,28.13
2/13/13 16:00,27.92
2/14/13 16:00,27.78
2/15/13 16:00,27.17
2/19/13 16:00,27.23
2/20/13 16:00,26.66
2/21/13 16:00,26.68
2/22/13 16:00,27.09
2/25/13 16:00,26.61
2/26/13 16:00,26.64
2/27/13 16:00,27.29
2/28/13 16:00,27.43
3/1/13 16:00,27.44
3/4/13 16:00,27.85
3/5/13 16:00,28.26
3/6/13 16:00,28.55
3/7/13 16:00,29.13
3/8/13 16:00,29.34
3/11/13 16:00,29.31
3/12/13 16:00,29.14
3/13/13 16:00,29.29
3/14/13 16:00,28.84
3/15/13 16:00,28.83
3/18/13 16:00,28.47
3/19/13 16:00,28.42
3/20/13 16:00,28.72
3/21/13 16:00,28.53
3/22/13 16:00,28.69
3/25/13 16:00,28.35
3/26/13 16:00,28.53
3/27/13 16:00,28.46
3/28/13 16:00,28.48
4/1/13 16:00,28.44
4/2/13 16:00,29.13
4/3/13 16:00,28.85
4/4/13 16:00,29.06
4/5/13 16:00,28.9
4/8/13 16:00,29.06
4/9/13 16:00,28.71
4/10/13 16:00,28.9
4/11/13 16:00,29.29
4/12/13 16:00,29.55
4/15/13 16:00,28.86
4/16/13 16:00,29.28
4/17/13 16:00,29.09
4/18/13 16:00,28.86
4/19/13 16:00,29.2
4/22/13 16:00,29.32
4/23/13 16:00,29.7
4/24/13 16:00,29.92
4/25/13 16:00,30.25
4/26/13 16:00,30
4/29/13 16:00,30.29
4/30/13 16:00,30.42
5/1/13 16:00,30.07
5/2/13 16:00,30.19
5/3/13 16:00,30.94
5/6/13 16:00,31.24
5/7/13 16:00,31.1
5/8/13 16:00,31.21
5/9/13 16:00,31.18
5/10/13 16:00,31.55
5/13/13 16:00,31.41
5/14/13 16:00,31.76
5/15/13 16:00,32.03
5/16/13 16:00,31.78
5/17/13 16:00,32.07
5/20/13 16:00,31.92
5/21/13 16:00,32.13
5/22/13 16:00,32.08
5/23/13 16:00,31.76
5/24/13 16:00,31.68
5/28/13 16:00,32.13
5/29/13 16:00,31.82
5/30/13 16:00,31.74
5/31/13 16:00,31.57
6/3/13 16:00,31.73
6/4/13 16:00,31.67
6/5/13 16:00,31.17
6/6/13 16:00,31.51
6/7/13 16:00,32.52
6/10/13 16:00,33.06
6/11/13 16:00,32.71
6/12/13 16:00,32.23
6/13/13 16:00,32.99
6/14/13 16:00,32.8
6/17/13 16:00,33.02
6/18/13 16:00,33.55
6/19/13 16:00,33.21
6/20/13 16:00,32.61
6/21/13 16:00,32.35
6/24/13 16:00,32.01
6/25/13 16:00,32.37
6/26/13 16:00,32.9
6/27/13 16:00,32.85
6/28/13 16:00,32.76
7/1/13 16:00,33.12
7/2/13 16:00,33.4
7/3/13 16:00,33.65
7/5/13 16:00,33.86
7/8/13 16:00,34.15
7/9/13 16:00,34.07
7/10/13 16:00,34.05
7/11/13 16:00,34.67
7/12/13 16:00,34.86
7/15/13 16:00,34.83
7/16/13 16:00,34.76
7/17/13 16:00,34.1
7/18/13 16:00,34.24
7/19/13 16:00,34.4
7/22/13 16:00,34.51
7/23/13 16:00,33.83
7/24/13 16:00,33.31
7/25/13 16:00,34.09
7/26/13 16:00,36.68
7/29/13 16:00,36.23
7/30/13 16:00,35.97
7/31/13 16:00,35.64
8/1/13 16:00,36.74
8/2/13 16:00,37.12
8/5/13 16:00,36.99
8/6/13 16:00,36.4
8/7/13 16:00,36.1
8/8/13 16:00,36.47
8/9/13 16:00,36.4
8/12/13 16:00,36.47
8/13/13 16:00,36.32
8/14/13 16:00,35.92
8/15/13 16:00,35.37
8/16/13 16:00,35.35
8/19/13 16:00,35.15
8/20/13 16:00,35.33
8/21/13 16:00,35.36
8/22/13 16:00,35.95
8/23/13 16:00,35.99
8/26/13 16:00,35.94
8/27/13 16:00,35.08
8/28/13 16:00,35.48
8/29/13 16:00,35.59
8/30/13 16:00,35.26
9/3/13 16:00,35.8
9/4/13 16:00,36.07
9/5/13 16:00,36.03
9/6/13 16:00,35.78
9/9/13 16:00,36.22
9/10/13 16:00,37.11
9/11/13 16:00,37.7
9/12/13 16:00,37.84
9/13/13 16:00,37.78
9/16/13 16:00,37.62
9/17/13 16:00,38.02
9/18/13 16:00,38.67
9/19/13 16:00,38.17
9/20/13 16:00,38.06
9/23/13 16:00,37.68
9/24/13 16:00,38.28
9/25/13 16:00,38.17
9/26/13 16:00,38.59
9/27/13 16:00,38.67
9/30/13 16:00,38.49
10/1/13 16:00,38.58
10/2/13 16:00,38.6
10/3/13 16:00,38.44
10/4/13 16:00,38.7
10/7/13 16:00,38.43
10/8/13 16:00,37.77
10/9/13 16:00,37.63
10/10/13 16:00,38.56
10/11/13 16:00,38.91
10/14/13 16:00,39.05
10/15/13 16:00,38.35
10/16/13 16:00,39.02
10/17/13 16:00,39.37
10/18/13 16:00,39.66
10/21/13 16:00,39.73
10/22/13 16:00,40.45
10/23/13 16:00,40.03
