Date,Close
10/1/12 16:00,52.07
10/2/12 16:00,51.64
10/3/12 16:00,52.47
10/4/12 16:00,52.63
10/5/12 16:00,52.97
10/8/12 16:00,52.33
10/9/12 16:00,51.51
10/10/12 16:00,51.21
10/11/12 16:00,50.34
10/12/12 16:00,50.59
10/15/12 16:00,50.79
10/16/12 16:00,51.24
10/17/12 16:00,52.29
10/18/12 16:00,52.42
10/19/12 16:00,51.9
10/22/12 16:00,51.79
10/23/12 16:00,50.76
10/24/12 16:00,50.65
10/25/12 16:00,50.26
10/26/12 16:00,50.08
10/31/12 16:00,49.12
11/1/12 16:00,49.78
11/2/12 16:00,49.86
11/5/12 16:00,50.32
11/6/12 16:00,50.47
11/7/12 16:00,50.08
11/8/12 16:00,50.04
11/9/12 16:00,47.06
11/12/12 16:00,47.45
11/13/12 16:00,47.96
11/14/12 16:00,47.17
11/15/12 16:00,47.47
11/16/12 16:00,47.42
11/19/12 16:00,47.91
11/20/12 16:00,48.44
11/21/12 16:00,48.68
11/23/12 16:00,49.26
11/26/12 16:00,49.03
11/27/12 16:00,48.6
11/28/12 16:00,49.2
11/29/12 16:00,49.72
11/30/12 16:00,49.66
12/3/12 16:00,49.29
12/4/12 16:00,49.3
12/5/12 16:00,49.59
12/6/12 16:00,49.06
12/7/12 16:00,49.24
12/10/12 16:00,49.3
12/11/12 16:00,49.48
12/12/12 16:00,49.64
12/13/12 16:00,49.11
12/14/12 16:00,48.67
12/17/12 16:00,49.28
12/18/12 16:00,50.22
12/19/12 16:00,49.94
12/20/12 16:00,50.93
12/21/12 16:00,50
12/24/12 16:00,49.88
12/26/12 16:00,49.85
12/27/12 16:00,49.53
12/28/12 16:00,49.15
12/31/12 16:00,49.79
1/2/13 16:00,51.1
1/3/13 16:00,51.21
1/4/13 16:00,52.19
1/7/13 16:00,50.97
1/8/13 16:00,50.76
1/9/13 16:00,50.78
1/10/13 16:00,50.79
1/11/13 16:00,50.58
1/14/13 16:00,50.59
1/15/13 16:00,51.09
1/16/13 16:00,51.53
1/17/13 16:00,52.41
1/18/13 16:00,52.34
1/22/13 16:00,52.73
1/23/13 16:00,53.95
1/24/13 16:00,53.95
1/25/13 16:00,54.38
1/28/13 16:00,54.36
1/29/13 16:00,53.99
1/30/13 16:00,53.79
1/31/13 16:00,53.88
2/1/13 16:00,54.59
2/4/13 16:00,53.9
2/5/13 16:00,54.29
2/6/13 16:00,54.52
2/7/13 16:00,54.36
2/8/13 16:00,54.66
2/11/13 16:00,54.75
2/12/13 16:00,54.95
2/13/13 16:00,54.96
2/14/13 16:00,54.88
2/15/13 16:00,55.61
2/19/13 16:00,55.73
2/20/13 16:00,54.6
2/21/13 16:00,54.17
2/22/13 16:00,54.25
2/25/13 16:00,53.59
2/26/13 16:00,53.9
2/27/13 16:00,54.48
2/28/13 16:00,54.59
3/1/13 16:00,55.33
3/4/13 16:00,55.8
3/5/13 16:00,56.48
3/6/13 16:00,56.36
3/7/13 16:00,56.32
3/8/13 16:00,57.39
3/11/13 16:00,57.66
3/12/13 16:00,57.11
3/13/13 16:00,57.34
3/14/13 16:00,57.75
3/15/13 16:00,57.58
3/18/13 16:00,56.83
3/19/13 16:00,56.31
3/20/13 16:00,56.94
3/21/13 16:00,56.31
3/22/13 16:00,56.78
3/25/13 16:00,56.21
3/26/13 16:00,56.63
3/27/13 16:00,56.47
3/28/13 16:00,56.8
4/1/13 16:00,56.69
4/2/13 16:00,57.46
4/3/13 16:00,57.25
4/4/13 16:00,57.59
4/5/13 16:00,57.7
4/8/13 16:00,58.82
4/9/13 16:00,59.14
4/10/13 16:00,60.11
4/11/13 16:00,60.55
4/12/13 16:00,60.55
4/15/13 16:00,58.88
4/16/13 16:00,60.75
4/17/13 16:00,60.68
4/18/13 16:00,59.99
4/19/13 16:00,61.56
4/22/13 16:00,62.01
4/23/13 16:00,62.59
4/24/13 16:00,61.94
4/25/13 16:00,62
4/26/13 16:00,61.87
4/29/13 16:00,63
4/30/13 16:00,62.84
5/1/13 16:00,63.21
5/2/13 16:00,63.88
5/3/13 16:00,64.8
5/6/13 16:00,65.06
5/7/13 16:00,66.07
5/8/13 16:00,65.99
5/9/13 16:00,66.67
5/10/13 16:00,67.2
5/13/13 16:00,67.32
5/14/13 16:00,67.47
5/15/13 16:00,67.67
5/16/13 16:00,66.47
5/17/13 16:00,66.58
5/20/13 16:00,66.12
5/21/13 16:00,65.83
5/22/13 16:00,65.57
5/23/13 16:00,65.23
5/24/13 16:00,65.49
5/28/13 16:00,66.69
5/29/13 16:00,66.26
5/30/13 16:00,64.65
5/31/13 16:00,63.08
6/3/13 16:00,63.8
6/4/13 16:00,64.35
6/5/13 16:00,63.12
6/6/13 16:00,63.14
6/7/13 16:00,64.85
6/10/13 16:00,63.83
6/11/13 16:00,63.8
6/12/13 16:00,62.99
6/13/13 16:00,64.3
